tss_id,chromosome,coordinate,strand,sigma_factor,resolution,data_source,pubmed_references
BSGatlas-TSS-1677,basu168,2130025,-,A,0,BsubCyc,"17725564,17962296"
BSGatlas-TSS-1678,basu168,2130134,+,A,22,Nicolas et al.,
BSGatlas-TSS-1679,basu168,2131116,-,F,22,Nicolas et al.,
BSGatlas-TSS-1680,basu168,2133108,+,W,22,Nicolas et al.,
BSGatlas-TSS-1681,basu168,2133342,-,A,22,Nicolas et al.,
BSGatlas-TSS-1682,basu168,2133437,+,K,0,DBTBS,15383836
BSGatlas-TSS-1683,basu168,2134208,+,K,22,Nicolas et al.,
BSGatlas-TSS-1684,basu168,2136261,-,A,22,Nicolas et al.,
BSGatlas-TSS-1685,basu168,2136357,+,F,22,Nicolas et al.,
BSGatlas-TSS-1686,basu168,2136880,-,H,22,Nicolas et al.,
BSGatlas-TSS-1687,basu168,2137617,-,A,22,Nicolas et al.,
BSGatlas-TSS-1688,basu168,2137813,-,E,22,Nicolas et al.,
BSGatlas-TSS-1689,basu168,2137858,+,E,22,Nicolas et al.,
BSGatlas-TSS-1690,basu168,2138750,-,K,22,Nicolas et al.,
BSGatlas-TSS-1691,basu168,2139145,-,A,22,Nicolas et al.,
BSGatlas-TSS-1692,basu168,2140149,+,A,22,Nicolas et al.,
BSGatlas-TSS-1693,basu168,2145725,-,E,22,Nicolas et al.,
BSGatlas-TSS-1694,basu168,2145957,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1695,basu168,2145967,-,K,22,Nicolas et al.,
BSGatlas-TSS-1696,basu168,2147485,-,D,22,Nicolas et al.,
BSGatlas-TSS-1697,basu168,2148079,-,E,22,Nicolas et al.,
BSGatlas-TSS-1698,basu168,2148498,-,K,0,DBTBS,"7592393,17962296"
BSGatlas-TSS-1699,basu168,2148646,+,K,0,DBTBS,"7592393,17962296"
BSGatlas-TSS-1700,basu168,2148651,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1701,basu168,2151291,-,A,22,Nicolas et al.,
BSGatlas-TSS-1702,basu168,2151299,+,A,22,Nicolas et al.,
BSGatlas-TSS-1703,basu168,2151585,+,K,22,Nicolas et al.,
BSGatlas-TSS-1704,basu168,2152299,-,K,22,Nicolas et al.,
BSGatlas-TSS-1705,basu168,2152890,+,A,22,Nicolas et al.,
BSGatlas-TSS-1706,basu168,2156199,+,F,0,DBTBS,"2468649,17962296"
BSGatlas-TSS-1707,basu168,2157231,-,A,22,Nicolas et al.,
BSGatlas-TSS-1708,basu168,2158408,+,A,22,Nicolas et al.,
BSGatlas-TSS-1709,basu168,2159200,-,A,22,Nicolas et al.,
BSGatlas-TSS-1710,basu168,2161799,-,A,22,Nicolas et al.,
BSGatlas-TSS-1711,basu168,2162025,+,A,22,Nicolas et al.,
BSGatlas-TSS-1712,basu168,2164645,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1713,basu168,2169773,+,K,22,Nicolas et al.,
BSGatlas-TSS-1714,basu168,2171751,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1715,basu168,2174792,-,D,22,Nicolas et al.,
BSGatlas-TSS-1716,basu168,2175295,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1717,basu168,2187336,-,A,22,Nicolas et al.,
BSGatlas-TSS-1718,basu168,2187781,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1719,basu168,2188165,-,A,22,Nicolas et al.,
BSGatlas-TSS-1720,basu168,2190288,-,B,22,Nicolas et al.,
BSGatlas-TSS-1721,basu168,2190661,+,A,22,Nicolas et al.,
BSGatlas-TSS-1722,basu168,2190695,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1723,basu168,2195135,+,A,22,Nicolas et al.,
BSGatlas-TSS-1724,basu168,2195940,+,A,22,Nicolas et al.,
BSGatlas-TSS-1725,basu168,2203731,+,A,22,Nicolas et al.,
BSGatlas-TSS-1726,basu168,2203983,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1727,basu168,2204050,-,A,22,Nicolas et al.,
BSGatlas-TSS-1728,basu168,2206623,-,A,22,Nicolas et al.,
BSGatlas-TSS-1729,basu168,2208373,+,A,22,Nicolas et al.,
BSGatlas-TSS-1730,basu168,2208581,-,A,22,Nicolas et al.,
BSGatlas-TSS-1731,basu168,2208955,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1732,basu168,2209002,-,A,22,Nicolas et al.,
BSGatlas-TSS-1733,basu168,2210202,-,A,22,Nicolas et al.,
BSGatlas-TSS-1734,basu168,2212519,-,D,22,Nicolas et al.,
BSGatlas-TSS-1735,basu168,2212531,+,A,22,Nicolas et al.,
BSGatlas-TSS-1736,basu168,2214961,-,A,22,Nicolas et al.,
BSGatlas-TSS-1737,basu168,2216813,-,H,22,Nicolas et al.,
BSGatlas-TSS-1738,basu168,2217689,-,A,22,Nicolas et al.,
BSGatlas-TSS-1739,basu168,2219493,-,A,22,Nicolas et al.,
BSGatlas-TSS-1740,basu168,2219732,+,A,22,Nicolas et al.,
BSGatlas-TSS-1741,basu168,2219778,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1742,basu168,2219999,-,A,22,Nicolas et al.,
BSGatlas-TSS-1743,basu168,2221418,-,A,22,Nicolas et al.,
BSGatlas-TSS-1744,basu168,2221639,+,A,22,Nicolas et al.,
BSGatlas-TSS-1745,basu168,2221793,+,A,22,Nicolas et al.,
BSGatlas-TSS-1746,basu168,2222299,+,A,22,Nicolas et al.,
BSGatlas-TSS-1747,basu168,2226061,+,A,22,Nicolas et al.,
BSGatlas-TSS-1748,basu168,2229202,-,A,22,Nicolas et al.,
BSGatlas-TSS-1749,basu168,2229955,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1750,basu168,2230053,-,D,22,Nicolas et al.,
BSGatlas-TSS-1751,basu168,2246517,-,F,22,Nicolas et al.,
BSGatlas-TSS-1752,basu168,2247862,+,D,22,Nicolas et al.,
BSGatlas-TSS-1753,basu168,2248391,+,A,22,Nicolas et al.,
BSGatlas-TSS-1754,basu168,2249491,+,W,22,Nicolas et al.,
BSGatlas-TSS-1755,basu168,2265111,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1756,basu168,2266871,+,K,22,Nicolas et al.,
BSGatlas-TSS-1757,basu168,2268928,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1758,basu168,2269675,-,A,22,Nicolas et al.,
BSGatlas-TSS-1759,basu168,2269709,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1760,basu168,2269754,-,A,22,Nicolas et al.,
BSGatlas-TSS-1761,basu168,2270347,-,A,22,Nicolas et al.,
BSGatlas-TSS-1762,basu168,2272010,-,A,22,Nicolas et al.,
BSGatlas-TSS-1763,basu168,2272107,+,H,22,Nicolas et al.,
BSGatlas-TSS-1764,basu168,2273173,-,K,22,Nicolas et al.,
BSGatlas-TSS-1765,basu168,2273383,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1766,basu168,2273404,-,D,22,Nicolas et al.,
BSGatlas-TSS-1767,basu168,2273427,+,B,22,Nicolas et al.,
BSGatlas-TSS-1768,basu168,2273515,+,A,22,Nicolas et al.,
BSGatlas-TSS-1769,basu168,2273801,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1770,basu168,2277463,-,A,22,Nicolas et al.,
BSGatlas-TSS-1771,basu168,2279729,-,A,22,Nicolas et al.,
BSGatlas-TSS-1772,basu168,2279919,+,A,22,Nicolas et al.,
BSGatlas-TSS-1773,basu168,2281501,+,A,22,Nicolas et al.,
BSGatlas-TSS-1774,basu168,2283755,-,A,22,Nicolas et al.,
BSGatlas-TSS-1775,basu168,2284613,-,A,22,Nicolas et al.,
BSGatlas-TSS-1776,basu168,2284713,+,A,22,Nicolas et al.,
BSGatlas-TSS-1777,basu168,2286429,+,K,22,Nicolas et al.,
BSGatlas-TSS-1778,basu168,2288083,+,A,22,Nicolas et al.,
BSGatlas-TSS-1779,basu168,2288110,-,A,22,Nicolas et al.,
BSGatlas-TSS-1780,basu168,2291666,-,A,22,Nicolas et al.,
BSGatlas-TSS-1781,basu168,2292720,-,A,22,Nicolas et al.,
BSGatlas-TSS-1782,basu168,2294090,-,A,22,Nicolas et al.,
BSGatlas-TSS-1783,basu168,2294247,+,A,22,Nicolas et al.,
BSGatlas-TSS-1784,basu168,2298465,+,E,22,Nicolas et al.,
BSGatlas-TSS-1785,basu168,2299197,-,A,22,Nicolas et al.,
BSGatlas-TSS-1786,basu168,2300695,-,A,22,Nicolas et al.,
BSGatlas-TSS-1787,basu168,2302629,-,A,22,Nicolas et al.,
BSGatlas-TSS-1788,basu168,2303885,-,A,22,Nicolas et al.,
BSGatlas-TSS-1789,basu168,2305184,-,H,22,Nicolas et al.,
BSGatlas-TSS-1790,basu168,2305261,+,W,22,Nicolas et al.,
BSGatlas-TSS-1791,basu168,2305349,+,A,22,Nicolas et al.,
BSGatlas-TSS-1792,basu168,2306332,+,A,22,Nicolas et al.,
BSGatlas-TSS-1793,basu168,2307712,-,K,22,Nicolas et al.,
BSGatlas-TSS-1794,basu168,2307814,+,A,22,Nicolas et al.,
BSGatlas-TSS-1795,basu168,2308403,-,D,0,DBTBS,"8550420,17962296"
BSGatlas-TSS-1796,basu168,2308436,-,D,22,Nicolas et al.,
BSGatlas-TSS-1797,basu168,2308482,+,F,0,DBTBS,16497325
BSGatlas-TSS-1798,basu168,2309687,+,A,22,Nicolas et al.,
BSGatlas-TSS-1799,basu168,2309786,-,A,22,Nicolas et al.,
BSGatlas-TSS-1800,basu168,2310174,-,H,22,Nicolas et al.,
BSGatlas-TSS-1801,basu168,2310846,+,F,0,DBTBS,"10333516,17962296"
BSGatlas-TSS-1802,basu168,2311914,-,A,22,Nicolas et al.,
BSGatlas-TSS-1803,basu168,2312156,-,F,22,Nicolas et al.,
BSGatlas-TSS-1804,basu168,2312499,-,A,22,Nicolas et al.,
BSGatlas-TSS-1805,basu168,2316182,-,A,22,Nicolas et al.,
BSGatlas-TSS-1806,basu168,2316424,-,A,22,Nicolas et al.,
BSGatlas-TSS-1807,basu168,2318074,-,F,22,Nicolas et al.,
BSGatlas-TSS-1808,basu168,2320210,-,A,0,DBTBS,"9098051,17962296"
BSGatlas-TSS-1809,basu168,2321836,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1810,basu168,2321902,-,A,22,Nicolas et al.,
BSGatlas-TSS-1811,basu168,2325682,-,A,0,DBTBS,"9846747,17962296"
BSGatlas-TSS-1812,basu168,2325774,+,A,22,Nicolas et al.,
BSGatlas-TSS-1813,basu168,2329448,-,A,22,Nicolas et al.,
BSGatlas-TSS-1814,basu168,2329734,-,E,22,Nicolas et al.,
BSGatlas-TSS-1815,basu168,2329803,+,F,22,Nicolas et al.,
BSGatlas-TSS-1816,basu168,2331735,-,A,22,Nicolas et al.,
BSGatlas-TSS-1817,basu168,2332110,-,A,22,Nicolas et al.,
BSGatlas-TSS-1818,basu168,2333042,-,K,0,DBTBS,"1691789,17962296"
BSGatlas-TSS-1819,basu168,2333210,-,A,22,Nicolas et al.,
BSGatlas-TSS-1820,basu168,2334288,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1821,basu168,2336862,-,A,22,Nicolas et al.,
BSGatlas-TSS-1822,basu168,2337500,-,A,22,Nicolas et al.,
BSGatlas-TSS-1823,basu168,2337558,+,E,0,DBTBS,"15383836,17962296"
BSGatlas-TSS-1825,basu168,2338443,-,K,22,Nicolas et al.,
BSGatlas-TSS-1826,basu168,2338539,+,A,22,Nicolas et al.,
BSGatlas-TSS-1827,basu168,2339205,-,A,22,Nicolas et al.,
BSGatlas-TSS-1828,basu168,2339502,-,H,22,Nicolas et al.,
BSGatlas-TSS-1829,basu168,2339656,+,F,0,DBTBS,"10806362,17962296"
BSGatlas-TSS-1830,basu168,2339950,+,W,22,Nicolas et al.,
BSGatlas-TSS-1831,basu168,2340291,+,A,22,Nicolas et al.,
BSGatlas-TSS-1832,basu168,2341218,-,F,22,Nicolas et al.,
BSGatlas-TSS-1833,basu168,2347578,-,A,22,Nicolas et al.,
BSGatlas-TSS-1834,basu168,2349314,-,A,22,Nicolas et al.,
BSGatlas-TSS-1835,basu168,2349590,+,F,22,Nicolas et al.,
BSGatlas-TSS-1836,basu168,2349600,-,A,22,Nicolas et al.,
BSGatlas-TSS-1837,basu168,2350140,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1838,basu168,2350810,-,W,22,Nicolas et al.,
BSGatlas-TSS-1839,basu168,2354880,-,A,22,Nicolas et al.,
BSGatlas-TSS-1840,basu168,2360512,-,A,0,BsubCyc,23894131
BSGatlas-TSS-1841,basu168,2360586,+,A,22,Nicolas et al.,
BSGatlas-TSS-1842,basu168,2360594,-,A,22,Nicolas et al.,
BSGatlas-TSS-1843,basu168,2362360,-,E,0,DBTBS,"12662922,17962296"
BSGatlas-TSS-1844,basu168,2365160,-,A,0,DBTBS,"7592464,17962296"
BSGatlas-TSS-1845,basu168,2366319,-,H,22,Nicolas et al.,
BSGatlas-TSS-1846,basu168,2367686,-,A,22,Nicolas et al.,
BSGatlas-TSS-1847,basu168,2367759,-,A,22,Nicolas et al.,
BSGatlas-TSS-1848,basu168,2367905,-,E,22,Nicolas et al.,
BSGatlas-TSS-1849,basu168,2372013,-,A,22,Nicolas et al.,
BSGatlas-TSS-1850,basu168,2373757,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1851,basu168,2374175,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1852,basu168,2377619,-,A,0,DBTBS,"6436812,2422155,17962296"
BSGatlas-TSS-1853,basu168,2378154,-,W,22,Nicolas et al.,
BSGatlas-TSS-1854,basu168,2380324,-,A,22,Nicolas et al.,
BSGatlas-TSS-1855,basu168,2381160,-,A,22,Nicolas et al.,
BSGatlas-TSS-1856,basu168,2381853,-,A,22,Nicolas et al.,
BSGatlas-TSS-1857,basu168,2384456,-,A,22,Nicolas et al.,
BSGatlas-TSS-1858,basu168,2385394,-,A,22,Nicolas et al.,
BSGatlas-TSS-1859,basu168,2385842,-,H,0,DBTBS,"1902464,1382620,10231583,17962296"
BSGatlas-TSS-1860,basu168,2386002,-,A,0,DBTBS,"1902464,1382620,10231583"
BSGatlas-TSS-1861,basu168,2386034,-,A,0,DBTBS,"10231583,17962296"
BSGatlas-TSS-1862,basu168,2387738,-,E,0,DBTBS,"1729246,17962296"
BSGatlas-TSS-1863,basu168,2387825,-,E,0,DBTBS,"1729246,17962296"
BSGatlas-TSS-1864,basu168,2388870,-,A,22,Nicolas et al.,
BSGatlas-TSS-1865,basu168,2389134,-,K,22,Nicolas et al.,
BSGatlas-TSS-1866,basu168,2391641,-,A,22,Nicolas et al.,
BSGatlas-TSS-1867,basu168,2393240,+,F,22,Nicolas et al.,
BSGatlas-TSS-1868,basu168,2393380,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1869,basu168,2395020,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1870,basu168,2395952,-,A,22,Nicolas et al.,
BSGatlas-TSS-1871,basu168,2397003,-,E,22,Nicolas et al.,
BSGatlas-TSS-1872,basu168,2397715,-,A,22,Nicolas et al.,
BSGatlas-TSS-1873,basu168,2399694,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1874,basu168,2400103,-,F,0,DBTBS,"10197998,17962296"
BSGatlas-TSS-1875,basu168,2400904,-,A,22,Nicolas et al.,
BSGatlas-TSS-1876,basu168,2401843,+,E,22,Nicolas et al.,
BSGatlas-TSS-1877,basu168,2402126,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1878,basu168,2403396,-,A,0,DBTBS,"9829940,17962296"
BSGatlas-TSS-1879,basu168,2404172,-,A,22,Nicolas et al.,
BSGatlas-TSS-1880,basu168,2405065,-,W,22,Nicolas et al.,
BSGatlas-TSS-1881,basu168,2406627,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1882,basu168,2408773,+,K,22,Nicolas et al.,
BSGatlas-TSS-1883,basu168,2409527,-,A,22,Nicolas et al.,
BSGatlas-TSS-1884,basu168,2409565,+,B,22,Nicolas et al.,
BSGatlas-TSS-1885,basu168,2409636,+,A,22,Nicolas et al.,
BSGatlas-TSS-1886,basu168,2410903,-,A,22,Nicolas et al.,
BSGatlas-TSS-1887,basu168,2411033,+,A,22,Nicolas et al.,
BSGatlas-TSS-1888,basu168,2413513,-,A,22,Nicolas et al.,
BSGatlas-TSS-1889,basu168,2415021,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1890,basu168,2415179,+,E,22,Nicolas et al.,
BSGatlas-TSS-1891,basu168,2415228,-,X,0,DBTBS,"9139908,9636707,17962296"
BSGatlas-TSS-1892,basu168,2415262,-,A,0,DBTBS,"9139908,9636707,17962296"
BSGatlas-TSS-1893,basu168,2417927,-,A,0,DBTBS,8631715
BSGatlas-TSS-1894,basu168,2421374,-,A,0,DBTBS,"8631715,17962296"
BSGatlas-TSS-1895,basu168,2422204,-,A,22,Nicolas et al.,
BSGatlas-TSS-1896,basu168,2422273,-,A,22,Nicolas et al.,
BSGatlas-TSS-1897,basu168,2424558,-,E,0,DBTBS,"7528199,1548223,17962296"
BSGatlas-TSS-1898,basu168,2425217,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1899,basu168,2426461,+,K,22,Nicolas et al.,
BSGatlas-TSS-1900,basu168,2426647,-,A,22,Nicolas et al.,
BSGatlas-TSS-1901,basu168,2426835,+,A,22,Nicolas et al.,
BSGatlas-TSS-1902,basu168,2427853,-,A,22,Nicolas et al.,
BSGatlas-TSS-1903,basu168,2428248,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1904,basu168,2431637,-,A,0,DBTBS,8159171
BSGatlas-TSS-1905,basu168,2432126,-,B,22,Nicolas et al.,
BSGatlas-TSS-1906,basu168,2432160,+,E,22,Nicolas et al.,
BSGatlas-TSS-1907,basu168,2432170,-,W,22,Nicolas et al.,
BSGatlas-TSS-1908,basu168,2432238,-,I,22,Nicolas et al.,
BSGatlas-TSS-1909,basu168,2432899,-,A,0,DBTBS,8951809
BSGatlas-TSS-1910,basu168,2433586,-,A,0,DBTBS,8951809
BSGatlas-TSS-1911,basu168,2433617,-,A,0,DBTBS,8951809
BSGatlas-TSS-1912,basu168,2433788,+,K,22,Nicolas et al.,
BSGatlas-TSS-1913,basu168,2434970,+,K,22,Nicolas et al.,
BSGatlas-TSS-1914,basu168,2435822,-,A,0,DBTBS,"8022278,17962296"
BSGatlas-TSS-1915,basu168,2435878,-,A,22,Nicolas et al.,
BSGatlas-TSS-1916,basu168,2435947,+,W,22,Nicolas et al.,
BSGatlas-TSS-1917,basu168,2438331,-,A,22,Nicolas et al.,
BSGatlas-TSS-1918,basu168,2439082,-,A,22,Nicolas et al.,
BSGatlas-TSS-1919,basu168,2441314,+,A,22,Nicolas et al.,
BSGatlas-TSS-1920,basu168,2443331,-,F,0,DBTBS,"1903432,2497051"
BSGatlas-TSS-1921,basu168,2445025,-,H,0,DBTBS,"2492512,1905664"
BSGatlas-TSS-1922,basu168,2446288,-,F,0,DBTBS,"1629150,8021191,17962296"
BSGatlas-TSS-1923,basu168,2448454,-,A,0,DBTBS,"10537218,17962296"
BSGatlas-TSS-1924,basu168,2448483,-,A,0,DBTBS,"10537218,17962296"
BSGatlas-TSS-1925,basu168,2449630,-,A,22,Nicolas et al.,
BSGatlas-TSS-1926,basu168,2449709,-,B,22,Nicolas et al.,
BSGatlas-TSS-1927,basu168,2449759,-,E,22,Nicolas et al.,
BSGatlas-TSS-1928,basu168,2450317,-,A,0,DBTBS,"12029044,17962296"
BSGatlas-TSS-1929,basu168,2451083,-,E,0,DBTBS,"8501065,17962296"
BSGatlas-TSS-1930,basu168,2454263,-,A,22,Nicolas et al.,
BSGatlas-TSS-1931,basu168,2456875,-,A,0,DBTBS,"1711029,17962296"
BSGatlas-TSS-1932,basu168,2456951,+,A,22,Nicolas et al.,
BSGatlas-TSS-1933,basu168,2459036,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1934,basu168,2459107,+,E,22,Nicolas et al.,
BSGatlas-TSS-1935,basu168,2459122,-,A,22,Nicolas et al.,
BSGatlas-TSS-1936,basu168,2459290,+,A,22,Nicolas et al.,
BSGatlas-TSS-1937,basu168,2460532,-,A,22,Nicolas et al.,
BSGatlas-TSS-1938,basu168,2460610,+,A,22,Nicolas et al.,
BSGatlas-TSS-1939,basu168,2461940,-,A,22,Nicolas et al.,
BSGatlas-TSS-1940,basu168,2462227,-,A,22,Nicolas et al.,
BSGatlas-TSS-1941,basu168,2464118,-,A,22,Nicolas et al.,
BSGatlas-TSS-1942,basu168,2464735,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1943,basu168,2465834,-,E,22,Nicolas et al.,
BSGatlas-TSS-1944,basu168,2465932,+,A,22,Nicolas et al.,
BSGatlas-TSS-1945,basu168,2466689,+,A,22,Nicolas et al.,
BSGatlas-TSS-1946,basu168,2472787,-,A,22,Nicolas et al.,
BSGatlas-TSS-1947,basu168,2472882,+,A,0,BsubCyc,21233158
BSGatlas-TSS-1948,basu168,2475702,+,F,22,Nicolas et al.,
BSGatlas-TSS-1949,basu168,2475732,-,A,22,Nicolas et al.,
BSGatlas-TSS-1950,basu168,2475801,+,A,22,Nicolas et al.,
BSGatlas-TSS-1951,basu168,2476934,+,W,22,Nicolas et al.,
BSGatlas-TSS-1952,basu168,2477958,-,A,22,Nicolas et al.,
BSGatlas-TSS-1953,basu168,2478968,-,A,22,Nicolas et al.,
BSGatlas-TSS-1954,basu168,2479090,+,A,22,Nicolas et al.,
BSGatlas-TSS-1955,basu168,2482225,-,A,22,Nicolas et al.,
BSGatlas-TSS-1956,basu168,2483555,+,A,22,Nicolas et al.,
BSGatlas-TSS-1957,basu168,2483790,-,A,22,Nicolas et al.,
BSGatlas-TSS-1958,basu168,2484878,+,B,22,Nicolas et al.,
BSGatlas-TSS-1959,basu168,2487941,-,A,22,Nicolas et al.,
BSGatlas-TSS-1960,basu168,2488815,+,A,22,Nicolas et al.,
BSGatlas-TSS-1961,basu168,2489507,-,F,22,Nicolas et al.,
BSGatlas-TSS-1962,basu168,2492861,-,A,22,Nicolas et al.,
BSGatlas-TSS-1963,basu168,2493546,-,A,22,Nicolas et al.,
BSGatlas-TSS-1964,basu168,2493635,+,B,0,DBTBS,"10220166,17962296"
BSGatlas-TSS-1965,basu168,2494628,+,A,0,DBTBS,10200972
BSGatlas-TSS-1966,basu168,2504692,-,L,0,DBTBS,"10094682,17962296"
BSGatlas-TSS-1967,basu168,2506944,-,A,22,Nicolas et al.,
BSGatlas-TSS-1968,basu168,2506982,+,A,22,Nicolas et al.,
BSGatlas-TSS-1969,basu168,2508533,-,A,22,Nicolas et al.,
BSGatlas-TSS-1970,basu168,2513732,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1971,basu168,2513996,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1972,basu168,2514092,-,E,0,DBTBS,"8759838,17962296"
BSGatlas-TSS-1973,basu168,2514934,-,A,22,Nicolas et al.,
BSGatlas-TSS-1974,basu168,2515932,-,A,0,BsubCyc,22843846
BSGatlas-TSS-1975,basu168,2516201,+,A,22,Nicolas et al.,
BSGatlas-TSS-1976,basu168,2516408,+,A,22,Nicolas et al.,
BSGatlas-TSS-1977,basu168,2517755,-,W,22,Nicolas et al.,
BSGatlas-TSS-1978,basu168,2517907,-,K,22,Nicolas et al.,
BSGatlas-TSS-1979,basu168,2518871,-,H,0,DBTBS,"1569009,7543482,11254139,17962296"
BSGatlas-TSS-1980,basu168,2519024,-,A,0,DBTBS,"1901572,11254139"
BSGatlas-TSS-1981,basu168,2519030,-,A,0,DBTBS,"1569009,11254139,17962296"
BSGatlas-TSS-1982,basu168,2520438,-,F,0,DBTBS,"9004507,17962296"
BSGatlas-TSS-1983,basu168,2524851,+,F,22,Nicolas et al.,
BSGatlas-TSS-1984,basu168,2525743,-,A,22,Nicolas et al.,
BSGatlas-TSS-1985,basu168,2529724,-,A,22,Nicolas et al.,
BSGatlas-TSS-1986,basu168,2531242,-,B,22,Nicolas et al.,
BSGatlas-TSS-1987,basu168,2532267,-,A,22,Nicolas et al.,
BSGatlas-TSS-1988,basu168,2534022,-,E,0,DBTBS,
BSGatlas-TSS-1989,basu168,2537642,-,E,0,DBTBS,1766372
BSGatlas-TSS-1990,basu168,2538013,-,E,22,Nicolas et al.,
BSGatlas-TSS-1991,basu168,2540266,-,A,22,Nicolas et al.,
BSGatlas-TSS-1992,basu168,2540846,-,F,22,Nicolas et al.,
BSGatlas-TSS-1993,basu168,2540913,+,B,22,Nicolas et al.,
BSGatlas-TSS-1994,basu168,2540999,+,A,22,Nicolas et al.,
BSGatlas-TSS-1995,basu168,2542385,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-1996,basu168,2543358,-,E,22,Nicolas et al.,
BSGatlas-TSS-1997,basu168,2543911,-,A,22,Nicolas et al.,
BSGatlas-TSS-1998,basu168,2544839,-,A,22,Nicolas et al.,
BSGatlas-TSS-1999,basu168,2544904,+,A,22,Nicolas et al.,
BSGatlas-TSS-2000,basu168,2549635,+,E,22,Nicolas et al.,
BSGatlas-TSS-2001,basu168,2549677,-,A,22,Nicolas et al.,
BSGatlas-TSS-2002,basu168,2551805,+,A,22,Nicolas et al.,
BSGatlas-TSS-2003,basu168,2552324,+,A,0,DBTBS,"3125149,11751836,17962296"
BSGatlas-TSS-2004,basu168,2552393,+,A,0,DBTBS,"3125149,17962296"
BSGatlas-TSS-2005,basu168,2552638,+,A,0,DBTBS,"3125149,11751836"
BSGatlas-TSS-2006,basu168,2553923,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2007,basu168,2555307,-,A,0,DBTBS,"16430695,17962296"
BSGatlas-TSS-2008,basu168,2555476,+,F,22,Nicolas et al.,
BSGatlas-TSS-2009,basu168,2555502,+,F,0,DBTBS,16497325
BSGatlas-TSS-2010,basu168,2556100,-,E,22,Nicolas et al.,
BSGatlas-TSS-2011,basu168,2560096,-,A,0,DBTBS,"2507524,17962296"
BSGatlas-TSS-2012,basu168,2561487,-,B,22,Nicolas et al.,
BSGatlas-TSS-2013,basu168,2561564,+,B,22,Nicolas et al.,
BSGatlas-TSS-2014,basu168,2564435,-,B,0,DBTBS,"11532142,17962296"
BSGatlas-TSS-2015,basu168,2564523,+,E,22,Nicolas et al.,
BSGatlas-TSS-2016,basu168,2564595,+,A,22,Nicolas et al.,
BSGatlas-TSS-2017,basu168,2565597,-,A,22,Nicolas et al.,
BSGatlas-TSS-2018,basu168,2565671,+,A,22,Nicolas et al.,
BSGatlas-TSS-2019,basu168,2565691,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2020,basu168,2568530,-,E,22,Nicolas et al.,
BSGatlas-TSS-2021,basu168,2569624,+,B,22,Nicolas et al.,
BSGatlas-TSS-2022,basu168,2570556,-,A,22,Nicolas et al.,
BSGatlas-TSS-2023,basu168,2573461,-,A,22,Nicolas et al.,
BSGatlas-TSS-2024,basu168,2573721,-,F,22,Nicolas et al.,
BSGatlas-TSS-2025,basu168,2574604,-,A,22,Nicolas et al.,
BSGatlas-TSS-2026,basu168,2576156,+,I,22,Nicolas et al.,
BSGatlas-TSS-2027,basu168,2576235,-,A,22,Nicolas et al.,
BSGatlas-TSS-2028,basu168,2576330,+,A,22,Nicolas et al.,
BSGatlas-TSS-2029,basu168,2581658,-,Unknown,0,DBTBS,"9098050,17962296"
BSGatlas-TSS-2030,basu168,2582523,-,B,22,Nicolas et al.,
BSGatlas-TSS-2031,basu168,2583227,-,K,22,Nicolas et al.,
BSGatlas-TSS-2032,basu168,2583976,-,A,22,Nicolas et al.,
